Biceps_X,Biceps_Y,Biceps_Z
-48.25,-7.44,120.87
4.13,-21.12,113.12
88.37,-13.5,152.81
11.31,1.37,84.81
-26.69,-25.0,151.94
4.94,-25.69,188.31
1.56,-23.31,148.88
7.13,-11.13,87.62
35.38,-4.38,90.37
20.06,4.31,89.06
7.25,-25.69,169.81
3.63,-7.88,94.0
-46.75,-20.06,136.31
10.69,-29.94,195.38
-63.38,-3.38,118.87
-11.75,5.56,87.37
-2.13,-23.06,164.81
53.13,-24.87,162.06
4.56,-19.19,157.31
-36.38,-23.69,144.56
-22.0,7.31,94.62
34.38,5.63,93.62
-23.25,-30.56,161.75
2.56,-11.5,86.87
62.75,11.31,185.56
-10.5,-22.37,180.31
7.63,-26.25,178.69
4.38,-25.81,179.81
11.38,0.94,86.37
3.81,-18.0,108.12
70.0,-15.69,154.0
2.63,-14.5,99.06
73.06,11.06,168.75
78.06,-13.25,152.44
10.69,-31.5,199.13
-43.81,-12.38,124.06
50.75,-18.06,157.94
-27.87,-28.44,149.19
2.94,-21.62,153.75
-24.19,8.69,93.06
1.88,-21.44,118.81
7.63,-27.94,197.13
-3.06,4.13,80.31
-34.06,-25.37,144.75
34.44,-30.19,159.63
56.0,-3.94,100.69
85.0,-12.69,180.56
4.5,-27.0,180.31
31.12,1.0,189.69
-0.94,-10.88,90.37
34.31,-6.63,94.94
0.88,-30.75,155.75
10.75,-30.31,177.94
54.06,-5.38,100.75
37.38,-28.31,161.94
-18.0,-27.87,152.69
-38.13,3.13,99.06
60.81,-22.0,162.0
-29.12,-23.37,148.56
2.63,-21.94,143.19
16.94,-34.75,159.69
71.12,-16.06,150.88
80.62,8.69,137.81
13.75,-32.94,198.0
-37.06,-21.19,138.38
-62.63,-4.63,119.75
1.0,-14.56,105.12
6.25,-28.87,160.44
9.75,-30.37,195.0
-24.44,-23.87,162.5
46.94,-22.87,156.88
84.0,-16.25,153.25
-29.06,-16.5,155.88
4.63,-12.69,93.69
0.37,-15.0,90.56
31.12,-2.75,186.88
29.44,-6.75,95.62
-2.25,-29.94,157.94
2.06,-23.37,122.94
15.25,-33.75,198.19
4.38,-30.19,161.56
38.75,3.06,191.63
13.06,-30.56,197.75
82.62,-16.25,155.13
8.44,-31.62,193.63
6.19,-29.87,173.69
-29.06,-31.0,157.94
42.31,5.44,183.31
78.87,11.75,126.06
12.0,-32.88,197.81
6.81,-29.75,159.31
27.56,-30.25,164.5
-58.13,-5.81,128.56
4.06,-20.06,138.88
-20.0,-27.12,163.63
9.06,-28.31,195.81
5.88,-26.0,192.06
-0.19,-26.56,174.88
6.38,-33.63,184.5
-2.13,-22.62,121.25
72.81,17.12,162.06
56.25,6.94,166.69
-47.75,-19.62,136.25
-21.94,-28.87,151.75
-52.38,-14.81,135.56
2.75,-24.12,170.88
-65.37,-3.25,122.44
-0.56,-9.75,87.37
-5.81,-23.5,153.75
-1.0,-19.44,103.31
2.38,-22.31,144.38
-1.75,-19.12,156.94
3.06,-10.94,112.94
-43.56,4.25,107.0
4.44,-13.63,95.12
0.75,-17.06,96.56
31.0,-29.06,160.0
-40.19,8.69,95.87
2.0,-20.94,119.94
17.87,-32.0,162.0
58.94,2.38,102.44
4.0,-13.44,115.25
-61.94,-6.44,126.44
37.19,-26.25,160.56
5.94,-23.0,176.38
8.94,-31.56,190.81
-30.56,-20.31,159.81
78.31,16.81,152.25
2.13,-22.37,129.94
3.06,-9.25,90.31
-46.81,0.12,114.0
19.5,-34.88,165.5
41.81,-7.56,87.37
69.81,-15.5,159.94
0.25,-19.0,113.31
-42.06,3.25,111.44
78.12,-17.44,158.63
-44.06,2.13,103.19
2.88,-13.56,124.44
8.38,-31.12,188.44
4.44,-29.06,164.13
9.19,-31.69,192.06
62.19,-3.31,104.12
-58.56,-9.75,125.62
-14.5,-34.31,150.63
9.69,-29.69,172.31
4.31,1.94,79.19
4.25,-13.0,178.25
53.81,-22.69,159.75
19.69,-21.19,157.88
2.0,-9.19,87.69
-55.19,-12.94,137.25
9.38,-32.56,192.63
13.19,-33.13,196.25
-5.81,-33.13,156.63
79.06,-17.37,158.13
1.5,-9.88,105.12
1.63,-25.81,139.69
10.13,-21.0,176.13
1.75,-22.5,138.31
60.88,-3.06,101.56
53.44,5.13,181.06
-1.56,-11.81,110.69
50.56,-20.94,163.5
39.75,-5.13,96.0
-21.0,-29.56,162.75
0.88,-15.88,95.25
14.63,-7.25,178.75
15.5,-21.0,157.0
71.5,12.88,162.63
3.88,-21.06,124.56
-20.69,-34.0,152.13
4.13,-20.19,129.69
-36.31,-30.62,151.31
-50.31,-18.06,134.63
81.44,-15.81,156.75
37.38,6.13,188.88
57.94,1.06,99.0
-19.87,-31.69,147.81
36.56,-6.81,89.12
6.0,-24.0,160.31
6.69,-30.44,180.44
7.63,-27.56,192.13
61.5,-20.44,166.38
-44.38,-6.63,129.38
63.38,6.88,175.06
5.19,-25.0,181.38
2.13,-22.81,132.19
66.94,3.63,100.87
6.88,-28.19,192.88
-0.56,-17.81,97.31
-10.31,-20.56,150.94
12.25,-2.19,88.94
80.87,-15.25,158.19
-3.5,-27.69,157.25
82.25,9.25,142.0
74.94,-15.25,152.63
7.69,-29.0,182.63
1.44,-20.44,150.19
2.88,-11.88,85.75
-51.13,-10.31,140.19
60.75,-4.0,100.06
4.25,-24.94,135.81
71.69,5.69,142.0
2.81,-19.44,123.62
-16.25,8.44,90.62
6.31,-23.5,181.81
-29.0,-27.0,149.94
53.31,9.19,171.81
5.69,-16.5,164.25
-64.0,-5.0,126.62
-34.0,-22.12,146.81
2.38,-14.38,95.81
2.56,-7.38,173.63
90.44,-12.81,147.81
1.44,-21.56,156.0
4.5,-30.62,156.75
-14.25,7.88,87.06
-30.31,-26.31,147.31
-44.44,7.81,99.94
6.44,-26.87,194.38
42.88,2.0,189.5
48.25,-19.25,158.19
63.94,5.0,102.75
87.75,-14.06,145.31
1.56,-22.25,167.88
28.87,-27.81,162.5
79.56,14.5,146.44
-14.94,8.13,90.31
86.5,-13.5,178.06
77.87,10.31,149.81
7.69,-14.13,187.88
10.88,-31.56,199.19
22.25,-34.69,165.75
70.31,-15.75,154.69
24.19,-6.81,183.5
7.5,-30.62,184.63
0.19,-24.5,123.94
69.5,12.06,164.63
2.38,-24.81,167.5
75.44,-14.81,148.44
-64.19,-1.5,121.31
-36.63,-14.0,142.38
2.56,-30.44,160.81
-36.56,-18.25,147.25
5.06,-29.69,191.31
8.06,-31.81,189.63
1.31,-25.06,132.75
38.81,4.13,182.31
-43.31,-18.12,132.19
2.81,-28.19,153.75
58.88,-11.06,156.88
-41.38,-18.06,132.63
1.37,-33.75,161.25
6.13,-24.19,173.06
46.19,-23.19,157.06
0.69,-16.06,94.0
3.44,-27.81,184.06
-5.56,5.0,90.5
59.56,-18.31,160.31
2.81,-27.0,153.63
67.06,-1.12,100.06
17.56,-15.19,185.5
-47.63,-8.88,123.44
35.75,-26.06,160.06
15.81,-9.25,189.31
3.06,-27.56,155.56
9.06,-27.81,190.06
13.44,-29.81,201.0
9.5,-26.56,198.0
3.13,-28.19,179.75
-29.12,8.88,97.0
-2.0,1.0,87.37
68.37,15.38,172.13
9.5,-27.81,183.5
-4.25,-30.87,178.31
81.44,10.25,136.0
10.06,-32.0,192.13
20.56,-30.0,160.25
-53.44,-15.19,127.87
3.0,-8.75,88.75
-14.06,-26.87,167.19
-35.38,5.0,103.19
1.5,-26.56,182.69
8.88,-32.38,195.06
-46.38,-20.75,137.63
-44.81,3.81,108.12
8.56,-26.37,187.69
-48.06,5.06,115.44
-32.69,-19.19,159.19
-9.38,7.13,90.87
-27.62,-23.62,152.19
12.94,-29.94,156.69
51.25,-5.69,99.37
34.88,-23.62,159.69
38.88,16.12,174.56
-25.69,6.75,90.62
-2.88,-19.25,167.31
3.44,-15.19,107.25
-17.75,-27.75,152.69
-31.12,-26.37,145.56
48.38,-22.44,156.56
0.0,-15.94,108.81
27.5,-26.25,161.75
4.69,-7.19,92.44
-12.75,-0.81,90.37
57.63,-16.5,156.75
1.81,-26.44,137.94
57.63,-18.25,163.06
-23.87,-26.19,152.69
6.88,-27.94,165.31
76.31,10.63,136.31
10.06,-30.31,182.38
-46.25,1.12,111.87
4.13,-29.81,171.0
-1.88,-21.56,152.81
18.87,-34.0,157.75
54.44,3.25,96.0
84.19,-13.44,147.63
-62.69,-5.38,118.94
-14.0,-27.75,167.94
4.38,-14.63,93.69
-55.5,-7.13,134.63
0.69,-23.81,132.19
49.94,-5.63,98.81
-11.0,-31.44,157.31
4.38,-25.19,158.19
-48.63,-18.31,134.69
43.5,-27.94,163.56
12.94,-30.75,199.69
-1.75,-14.25,101.81
4.63,-10.38,88.94
11.5,-28.94,198.63
2.13,-14.5,96.62
3.13,-12.81,97.12
5.5,-29.19,175.25
1.56,-19.87,179.38
2.81,-27.5,157.25
-66.06,-1.94,116.87
-35.19,17.19,95.81
46.0,2.63,188.63
-53.25,-14.25,139.31
-32.13,-23.75,150.25
-51.25,-5.63,125.31
5.63,-27.25,184.56
32.31,-6.56,94.31
11.63,-33.06,185.0
1.75,-13.88,93.31
-21.12,13.5,91.06
-5.5,11.75,87.25
-56.19,-11.38,128.44
-61.69,-7.5,123.12
-44.88,-17.31,137.06
4.38,-19.0,125.0
-22.56,13.63,91.81
15.38,-9.69,180.81
3.25,-27.0,179.69
-29.37,-21.25,142.06
-14.88,10.5,89.62
-46.06,-20.62,136.88
4.94,-23.81,144.63
18.0,-27.06,155.0
9.63,-31.12,185.63
79.06,16.56,146.75
82.56,14.31,148.88
-44.31,-2.25,110.25
1.12,-20.19,122.37
-2.75,-19.69,164.88
82.25,-15.75,153.5
2.56,-21.06,140.0
-60.81,-6.19,128.38
62.38,-17.25,154.75
23.5,-2.38,91.69
3.19,-9.81,89.12
4.88,-30.31,168.31
1.25,-22.75,134.31
27.0,2.44,89.56
69.69,-15.88,162.56
4.13,-21.94,159.63
78.19,-18.75,150.06
-35.13,-29.5,145.88
62.75,14.38,174.31
2.88,-17.31,101.12
-9.69,-27.75,154.25
5.56,-29.25,158.88
12.56,-35.25,199.44
9.38,-34.19,183.19
78.37,-17.19,154.25
-14.0,-32.13,150.88
-44.06,-6.06,124.5
-12.0,7.5,89.69
-4.69,10.69,85.44
10.13,-27.44,198.63
5.56,-25.56,175.13
-44.31,-18.44,144.44
3.13,-22.44,139.44
24.62,-21.12,158.88
75.19,2.5,115.06
-62.25,-6.69,122.12
-23.25,3.38,92.37
-33.69,-27.12,145.88
5.75,-27.25,151.25
78.37,-17.31,156.31
58.38,-3.5,102.56
0.69,-20.44,114.81
34.56,-5.0,183.56
-65.56,-2.56,121.81
-24.81,-28.81,148.0
10.88,-28.0,195.0
6.19,-29.5,158.38
24.87,-11.0,187.5
23.0,-26.31,155.31
0.94,-15.38,131.69
-44.06,-4.19,121.19
42.44,-1.37,93.25
8.94,-28.5,189.5
2.13,-24.0,131.13
-26.75,-19.87,144.06
35.5,3.25,96.12
-32.88,-20.25,150.88
-24.81,-17.81,146.69
-64.5,-3.88,123.94
1.5,-13.31,84.37
-36.19,-14.69,135.38
53.38,0.0,97.94
4.31,-24.19,131.94
57.56,-4.13,99.75
-26.19,-23.75,153.31
12.75,-30.5,198.88
-16.37,-31.25,168.0
-17.44,-27.94,152.88
-30.19,-16.5,154.63
-46.19,-20.44,146.56
-42.13,-19.94,141.56
-3.44,-35.56,159.19
9.69,-32.69,186.31
-58.88,-3.38,125.12
4.19,-29.87,197.5
8.19,-29.12,176.75
24.75,7.69,175.94
-0.44,-18.87,103.19
1.12,-27.87,154.06
90.31,-12.75,147.88
2.06,-17.37,108.19
47.75,-23.5,160.0
-31.56,-20.75,155.56
-40.63,6.75,104.0
8.69,-29.94,171.38
10.5,-27.25,194.56
10.0,-10.44,178.13
40.13,-18.5,161.75
13.38,-33.94,198.38
30.37,-21.06,166.75
81.87,9.31,130.88
37.5,2.25,187.31
58.31,-4.25,105.5
-57.19,-10.63,131.63
1.44,-17.19,104.81
4.44,-30.12,173.0
-6.81,0.81,88.94
-56.69,-12.69,133.31
40.69,8.44,188.25
4.94,-25.87,156.31
81.19,7.19,140.19
-61.13,-5.63,122.81
-1.06,-33.5,160.63
69.94,4.75,104.62
40.19,-22.56,157.75
4.31,-18.12,112.75
-58.63,-9.5,133.31
-0.31,-35.75,159.88
3.38,-19.69,151.38
9.31,-28.94,190.5
-45.13,6.44,105.06
84.75,9.25,137.06
2.31,-20.5,117.5
7.06,-33.5,157.81
11.56,-0.75,83.62
31.44,-3.5,88.44
-29.37,-24.87,148.63
5.06,-27.44,144.63
-42.06,-15.44,134.69
-38.31,7.88,96.44
2.13,-22.25,139.19
13.06,-31.5,199.31
1.69,-9.69,88.81
44.63,1.94,188.63
6.88,-28.75,194.38
-6.63,-36.06,155.25
3.13,-13.19,95.56
81.81,-17.75,150.44
-39.13,-22.81,138.75
84.62,13.19,140.63
8.19,-33.25,183.94
-14.19,-19.0,172.94
7.44,-29.0,196.06
13.31,-3.56,89.87
-45.63,-8.25,125.44
52.25,-19.31,161.88
-52.56,-12.44,135.88
-44.19,-19.56,145.31
3.19,-18.87,106.56
15.31,-27.19,160.13
-38.63,10.5,101.19
34.56,-1.69,181.88
-35.44,-24.5,140.13
50.25,10.38,181.88
-34.69,-24.0,146.75
-65.94,-0.94,115.37
1.94,-19.5,104.94
-13.5,11.56,91.19
1.0,-19.12,152.0
4.88,-31.37,183.56
-11.5,8.75,89.94
-5.88,-18.25,176.44
2.5,-17.87,128.0
35.31,-4.06,190.63
1.69,-21.12,148.06
4.56,-22.31,156.0
8.19,-30.19,168.13
-60.88,-8.81,124.62
85.62,-17.0,148.63
-65.0,-4.19,120.0
-24.31,-32.44,148.25
6.25,-23.31,180.75
87.44,-15.69,153.56
-1.25,-14.44,93.44
17.25,-8.69,185.0
43.25,-21.0,158.38
-20.44,-30.12,148.81
2.31,-20.44,117.12
55.5,-23.69,161.75
12.94,-21.0,156.56
12.0,-32.75,197.25
-53.69,-11.63,134.75
48.69,9.81,182.5
-31.44,-27.12,141.56
0.63,3.81,87.56
-66.94,-0.25,114.56
5.38,-27.94,154.5
-32.5,-22.81,147.38
-52.44,-2.63,118.06
3.31,-23.12,132.81
12.06,-28.94,199.0
-37.31,11.06,105.19
7.94,-27.81,193.0
5.56,-28.06,190.38
-33.75,8.88,99.0
2.13,-14.88,104.12
8.13,-29.25,174.63
0.69,-15.56,92.12
12.94,-27.87,199.38
2.5,-12.56,96.19
14.19,-19.69,157.25
38.31,-1.37,92.12
89.75,-13.06,148.63
-20.44,-25.69,151.44
1.44,-26.12,150.13
57.25,-21.62,160.0
3.75,-20.0,132.75
-49.31,-17.87,134.13
6.44,7.63,84.75
2.5,-26.44,144.69
81.0,13.19,139.69
40.94,-4.0,91.62
-36.25,-19.62,151.13
-38.0,8.13,98.69
63.75,-19.81,156.5
-13.0,-21.06,152.94
7.69,-13.25,85.12
-0.81,-16.56,96.94
-0.31,-9.63,86.81
-61.94,-4.75,126.81
5.44,-34.81,154.81
53.25,-4.63,99.44
1.06,-24.25,132.75
-0.75,-12.56,98.06
-33.94,-25.25,147.75
11.38,-30.06,196.81
8.06,1.5,86.12
1.56,-14.19,94.31
42.63,-0.12,183.75
-52.88,-14.5,135.19
-43.81,-2.13,113.19
-22.06,-29.37,150.38
-65.44,-2.88,122.25
36.19,-24.12,162.31
3.19,-27.12,181.13
14.0,-34.44,156.88
20.87,-16.75,188.13
6.31,-29.62,176.38
61.13,12.06,183.81
-0.37,-19.5,105.75
-39.88,-21.44,144.06
0.94,-11.38,110.19
3.75,-21.44,139.63
4.69,-6.94,91.06
-65.44,-0.5,119.69
-24.87,-20.87,152.38
9.31,-31.44,195.13
14.75,-30.12,159.06
7.5,-26.06,179.38
9.69,-27.37,197.06
5.94,-30.06,175.38
-42.88,-10.38,137.5
-49.75,3.56,108.19
43.94,-25.81,160.81
5.06,-32.75,173.88
1.5,-12.75,98.62
-61.94,-6.5,127.69
54.88,7.38,183.38
8.0,-18.5,178.81
55.69,-19.62,156.0
-40.31,-23.56,142.13
87.5,-14.13,147.13
8.94,-29.5,195.56
84.0,-13.0,149.69
14.06,-1.56,86.69
48.63,0.63,179.38
47.13,-14.88,158.31
4.5,-8.0,94.94
66.25,12.56,170.25
-4.25,-31.37,154.38
75.75,12.88,166.75
-24.12,6.69,90.0
9.81,-27.12,197.0
61.38,6.81,176.63
-51.75,-11.5,137.88
1.81,-22.62,140.13
4.19,-0.81,87.81
50.81,-26.0,163.94
-35.88,5.44,97.5
-67.25,0.88,114.12
10.38,-34.19,190.75
58.44,-17.87,163.06
76.69,-17.69,159.06
19.75,3.94,88.31
79.0,5.06,115.37
13.5,-31.25,197.75
-16.69,7.88,88.0
71.25,5.31,112.37
1.06,-23.87,128.56
0.63,-14.69,89.0
-47.31,-12.94,131.75
-59.56,-10.81,127.06
11.38,-31.37,190.13
-18.31,-25.44,148.94
90.06,-12.81,148.44
5.63,-34.5,162.38
-50.25,-5.06,133.19
71.94,-16.5,153.69
35.25,5.94,178.19
-41.56,-22.69,140.5
58.75,-21.12,166.44
2.5,-14.81,107.37
3.19,-29.06,160.75
44.94,7.25,173.63
15.19,-33.69,198.0
44.31,-23.81,159.19
-2.13,-15.13,121.87
61.81,14.63,178.31
82.06,8.81,135.06
-3.38,-16.5,93.5
70.31,-8.94,154.75
68.25,22.25,161.06
88.31,-13.25,153.0
0.88,-15.44,107.5
85.19,-16.31,150.63
-50.88,-4.06,121.81
68.19,17.5,174.69
-2.25,-14.63,119.5
-65.81,-1.56,120.62
2.38,-13.44,99.75
-46.19,-17.56,140.13
3.5,-22.19,160.19
-25.31,7.25,91.31
-66.12,-1.94,116.94
8.81,-25.87,184.63
3.13,-15.88,104.56
1.69,-17.94,121.37
63.31,-12.25,162.19
-33.94,-32.19,154.44
-2.13,-16.25,125.5
81.5,-17.56,151.25
-64.69,-4.19,125.69
17.87,-34.31,163.63
5.06,-22.0,150.69
9.31,-30.75,196.25
70.5,-0.63,114.69
-55.13,-11.75,135.19
-30.12,6.5,92.94
74.87,-15.06,148.81
3.0,-10.13,90.56
5.44,-31.69,187.13
-48.38,-8.0,122.37
83.94,-16.19,148.38
75.87,11.06,159.19
2.75,-11.13,95.94
-0.19,-18.69,117.62
7.81,-32.69,182.44
73.94,-15.31,153.06
40.25,0.56,169.69
6.63,-29.62,179.25
3.31,-13.5,98.69
5.31,-25.94,176.56
8.31,-31.12,187.88
12.31,-33.19,160.38
5.56,-29.75,171.75
1.37,-20.0,134.5
9.94,-29.37,194.19
-26.94,-28.25,148.63
4.06,-20.19,118.87
61.0,12.63,175.25
-5.0,-27.44,156.88
-18.25,-29.37,153.06
72.69,-16.87,157.13
-53.19,-18.62,133.63
21.19,-28.87,161.38
49.13,6.69,178.81
11.94,-1.06,86.5
-2.31,-15.06,88.19
2.13,-23.06,142.69
19.5,-28.37,160.56
1.25,-20.75,116.94
9.19,-31.19,196.19
-57.31,-11.31,124.37
1.0,-13.19,89.25
4.69,-30.25,166.69
6.81,-26.62,189.44
-67.25,-1.44,119.62
41.38,-6.56,99.31
9.81,-30.56,194.25
75.87,-16.5,161.88
83.0,11.94,139.75
9.25,-31.81,192.25
-43.88,-14.5,133.56
-12.25,-22.5,158.25
-45.13,-8.94,127.81
35.81,5.38,94.12
31.56,-4.06,89.62
38.69,0.5,99.19
-63.0,-5.69,125.56
26.44,2.5,89.62
-41.81,4.5,102.56
2.63,-25.06,143.5
10.5,-28.31,190.31
4.25,-36.0,156.81
3.38,-28.44,158.06
54.69,-21.12,157.13
30.75,-30.81,161.63
9.44,-26.37,197.81
72.56,4.19,133.13
-61.75,-7.06,127.94
2.88,-20.69,121.87
-35.31,2.88,98.81
2.56,-12.13,96.37
40.75,-2.69,92.31
73.69,-18.06,156.75
-40.06,-23.06,140.75
-22.06,-20.12,163.81
25.31,-29.37,160.56
-2.19,-27.06,157.88
46.0,-23.44,159.06
1.0,-18.25,120.25
35.38,-24.37,162.25
0.56,-21.87,127.69
-47.38,-4.0,121.87
70.19,0.0,113.69
-40.44,-24.87,141.81
-22.25,-27.06,153.25
4.56,-26.12,164.63
-61.75,-2.94,124.19
66.56,5.38,106.19
-50.88,-14.38,134.44
-7.5,-29.31,152.31
38.94,4.94,90.31
9.88,-29.37,191.81
-63.19,-2.25,118.31
1.94,-19.87,120.5
5.38,-22.44,140.56
76.37,3.69,112.56
-47.56,-16.06,138.5
-53.69,-15.38,135.38
13.19,-29.75,200.0
-42.13,-16.0,137.13
29.31,0.75,183.75
-51.38,-6.88,122.31
-0.25,-24.75,185.19
4.56,-22.69,117.5
9.94,-26.94,192.94
54.13,-1.88,91.19
0.63,-18.37,116.12
30.19,-1.5,187.13
12.44,-32.81,194.81
-39.38,-22.25,138.0
-26.87,4.44,93.25
29.19,10.75,175.94
-42.38,-22.69,146.69
-21.25,-25.44,151.19
-38.5,-17.37,147.63
56.94,-17.44,156.06
3.69,-8.94,101.06
-25.62,-19.0,153.81
61.0,16.94,176.94
58.94,-18.12,156.31
0.25,-22.5,120.81
3.75,-17.75,107.0
77.0,14.69,167.56
-60.38,-6.56,128.81
14.88,-5.88,180.44
59.56,4.06,174.75
-44.56,0.5,104.87
-3.06,-19.69,158.75
1.81,-10.5,92.37
40.13,-22.81,162.25
48.81,4.06,188.25
4.38,-18.87,122.69
35.63,-6.13,180.81
-33.0,-24.5,146.31
-35.75,5.38,96.81
-49.06,4.38,106.44
9.5,-30.25,176.31
5.56,-21.31,154.38
60.06,-10.88,156.56
-0.81,-21.81,109.75
7.69,-28.31,197.44
13.5,-29.06,201.44
-61.69,-8.06,127.5
32.88,-31.06,159.69
8.63,-28.44,165.31
10.19,-24.37,182.94
83.19,-15.88,155.19
56.06,10.06,172.13
-20.75,-31.62,147.44
-28.44,-30.81,144.44
73.62,4.06,120.44
60.13,-3.25,100.0
13.5,-32.75,197.25
59.56,-4.19,99.5
67.5,2.38,118.25
18.0,-10.06,173.5
2.38,2.0,85.87
-57.31,-15.0,130.38
-43.56,-9.88,119.25
-54.19,-13.44,134.25
3.25,-19.25,123.31
-45.5,-2.75,112.69
25.25,-28.69,156.88
-0.88,5.19,84.19
-12.25,-14.38,167.94
27.69,9.69,176.06
3.88,-18.12,115.31
45.75,-20.56,160.63
76.25,12.0,157.81
4.31,-19.44,127.81
29.12,-23.19,158.19
5.94,-24.0,176.38
32.94,-25.19,162.0
4.25,-15.63,103.87
8.13,-31.25,191.81
19.56,-1.94,180.69
-58.13,-9.44,126.69
74.0,2.25,127.56
5.19,-3.0,88.62
-51.63,0.31,113.25
-1.63,-16.06,100.31
86.56,-16.06,153.13
10.44,-27.25,193.94
-1.19,3.69,79.87
-11.69,-32.0,151.75
64.94,-17.12,163.88
4.69,-25.5,181.13
-33.5,-22.75,143.13
2.56,-18.19,117.81
63.38,9.63,162.5
-61.06,-0.94,126.12
43.69,-3.0,92.44
55.06,9.75,178.88
1.0,-23.5,127.31
0.5,-19.12,109.06
79.06,16.12,149.0
75.69,-14.75,148.44
22.62,-4.06,185.63
3.0,-27.69,152.69
-64.06,-3.69,118.75
1.56,-18.62,142.38
19.56,-26.75,160.13
-45.06,12.56,106.0
76.75,1.12,116.5
78.44,6.31,124.5
21.12,-11.25,184.63
79.19,2.38,123.87
68.31,8.13,143.81
3.69,-15.88,100.94
81.56,-12.94,180.06
69.69,-15.63,158.31
-36.5,-20.56,142.19
4.56,-11.38,107.25
-62.06,-7.69,127.06
10.44,-28.0,175.0
9.94,-27.75,197.0
67.81,6.38,110.12
-35.75,-29.25,145.44
76.75,9.63,131.88
5.56,-27.87,188.38
38.56,-24.5,163.25
-3.0,-3.06,89.69
6.88,-26.25,188.31
-27.12,8.81,91.87
-36.0,-26.87,144.31
9.63,-31.0,169.94
4.13,-18.25,115.0
26.75,-1.94,182.19
1.19,-19.19,114.25
-4.0,-32.31,153.06
4.81,-23.12,164.5
4.63,-27.06,181.25
9.06,-25.94,187.13
59.31,-1.63,102.0
2.06,-20.5,127.69
-40.5,-20.75,142.38
-24.87,9.13,94.25
0.5,-17.87,102.06
-42.0,-22.69,145.0
-46.0,-13.25,144.0
0.75,-15.63,128.25
-44.0,2.56,106.19
87.44,-14.19,146.69
1.12,-21.5,143.88
6.13,-27.06,184.13
20.5,-3.69,90.25
64.87,-19.75,157.44
59.13,16.5,177.81
14.25,-31.37,199.69
2.75,-16.75,98.5
-16.19,-34.5,156.31
4.94,-25.62,183.0
-63.56,-4.38,117.87
74.0,9.31,166.44
11.5,-9.44,178.19
44.63,4.81,175.25
4.31,-18.19,120.75
72.81,-15.44,153.56
-43.25,-13.38,125.44
54.25,-5.06,102.31
-28.31,-24.94,149.88
-29.25,-22.69,150.13
4.88,-11.25,91.87
35.06,1.63,182.44
2.19,-23.19,134.44
-3.75,8.69,89.44
5.19,-22.06,181.69
15.5,-30.06,160.56
25.69,-28.31,160.63
11.31,-26.31,194.88
-1.56,-20.19,111.0
-26.5,-23.56,157.44
-15.38,9.38,86.06
19.69,-13.19,179.44
-18.31,-32.0,148.44
-0.31,-22.5,165.31
-52.69,-12.94,133.88
7.69,-21.31,155.0
1.63,-15.94,108.87
44.5,7.56,181.63
-31.94,-20.0,158.38
-53.25,-0.06,116.25
65.56,-19.69,156.13
80.56,16.56,141.88
86.37,-13.56,177.88
36.06,-17.56,157.81
25.75,-34.06,166.25
-22.31,-27.44,148.38
-0.12,-28.94,157.75
31.87,-2.63,92.5
-21.81,-33.38,154.94
-20.5,-29.12,152.31
39.81,-23.19,159.5
-6.25,-32.5,156.75
1.44,-32.88,159.13
7.0,-1.37,89.19
58.75,-21.81,169.38
3.69,-26.56,140.19
83.69,-16.19,153.44
-2.25,-21.37,117.06
3.88,-20.5,150.44
-10.75,-31.12,150.19
54.19,11.25,178.31
-55.44,-13.31,125.94
-18.44,9.13,88.81
81.87,-14.44,147.5
0.19,-16.81,110.75
34.81,0.37,174.75
21.0,-26.31,160.06
24.31,-30.81,163.38
9.56,-30.87,154.25
8.56,-27.31,174.56
1.31,-23.81,129.69
-36.75,-25.37,143.94
81.37,7.25,142.88
1.06,-11.63,90.25
3.94,-22.44,116.44
1.0,-22.44,129.25
81.37,5.69,131.25
-31.0,5.56,96.75
1.06,-20.12,118.75
4.5,-31.87,155.25
7.75,-28.19,190.88
64.31,-17.0,154.06
-39.38,-16.69,146.44
57.19,-3.69,101.56
27.75,-0.06,183.69
-8.63,-27.56,154.88
-6.56,8.38,84.19
6.63,-33.5,185.44
36.88,-2.81,191.0
-45.88,-7.06,115.44
-56.0,-13.63,133.25
-62.0,1.25,123.75
-61.06,-4.06,120.69
-5.81,4.19,86.5
55.06,-19.94,156.06
9.25,-20.5,183.31
9.13,-29.5,194.94
14.31,-33.06,194.5
-58.13,-10.94,133.44
-1.56,-14.63,103.31
0.88,-21.37,122.94
8.81,-28.69,198.25
10.19,-28.94,159.19
3.25,-27.19,181.69
-24.87,-24.31,147.0
6.88,-19.62,167.5
-46.69,1.44,108.37
0.19,-17.94,112.19
72.25,4.81,135.63
73.62,-16.75,156.63
2.06,-22.75,131.31
26.0,-28.5,156.81
-45.88,-8.5,135.44
8.06,-29.94,192.44
10.63,-2.0,88.62
9.69,-29.94,179.44
-24.94,-30.44,160.13
1.63,-20.81,146.56
3.56,-22.31,140.13
52.13,-18.44,155.25
10.75,-32.25,193.81
51.81,-21.0,160.25
59.69,12.31,175.0
-62.75,-5.94,126.44
-50.0,-4.63,115.5
36.31,-29.56,163.19
51.06,-23.5,159.63
31.94,-20.69,166.94
4.63,-28.06,168.88
78.44,8.13,134.5
11.88,-32.75,196.69
3.81,-20.06,168.94
68.37,5.0,112.75
5.19,-27.0,145.69
-16.87,-31.75,149.75
-66.31,-1.44,115.94
