Shoulder_X,Shoulder_Y,Shoulder_Z
3.25,-28.69,186.06
-17.44,-12.56,131.38
41.63,1.56,150.63
2.56,-9.5,133.44
1.19,-23.12,165.94
-2.81,-23.19,174.63
4.19,-13.5,151.63
-0.88,-10.0,134.5
-12.06,0.0,129.88
-0.63,-22.62,160.75
5.06,-24.62,160.75
28.0,3.13,138.56
30.25,7.19,139.44
18.5,-23.44,153.38
40.75,-17.5,165.06
28.37,6.63,138.19
6.13,-25.56,184.94
-32.19,-32.94,144.25
40.38,-4.63,175.38
34.44,5.25,142.69
-7.63,-33.69,149.31
-11.94,-32.06,148.56
12.88,-27.69,152.63
-1.12,-21.81,163.25
-2.88,-28.19,183.63
-20.44,-18.0,131.13
39.19,0.12,151.69
5.88,-8.94,123.62
35.56,4.94,149.0
-15.69,-32.56,149.44
0.56,-26.0,182.63
-11.31,-26.69,155.63
47.31,-14.19,169.38
-36.81,-34.06,137.44
24.56,4.69,140.19
2.25,-17.75,154.19
0.5,-8.38,122.87
-0.06,-27.0,183.13
-17.12,-19.25,133.56
5.13,-23.06,179.19
2.06,-20.56,171.0
42.94,-2.19,161.0
4.25,-10.81,149.75
22.06,-22.31,168.13
1.69,-22.5,165.13
-7.13,-29.44,167.38
43.5,-18.81,151.44
0.56,-29.81,184.81
1.0,-14.81,142.81
6.5,-9.56,137.69
-25.56,-31.44,155.63
-21.44,-7.63,125.94
14.75,-8.69,178.63
34.31,3.88,146.13
0.31,-18.37,162.25
-28.5,-21.06,133.31
35.63,-8.63,178.38
-49.25,-31.87,129.75
-0.12,4.25,129.19
-8.63,-2.63,129.13
2.56,-17.44,148.63
-22.81,-31.44,157.81
-1.37,-29.62,181.94
3.88,-9.81,129.75
3.81,-28.81,154.69
18.12,-11.19,176.31
-33.88,-34.88,140.38
30.31,-10.88,175.75
4.56,-10.38,140.38
-44.75,-27.31,143.0
3.56,4.69,127.19
2.19,-27.25,182.31
4.13,-30.19,156.06
-51.13,-30.94,126.69
48.69,-14.5,170.81
-1.31,-24.75,156.63
7.94,-29.19,180.38
-17.87,-30.19,156.81
11.19,-15.94,179.75
-17.75,-4.31,132.19
4.56,-15.63,155.31
-16.94,-32.81,145.25
1.94,-22.25,168.06
15.19,-12.75,169.63
4.06,-9.31,145.56
2.69,-25.5,170.25
-36.19,-35.69,129.81
-46.5,-32.0,122.44
-3.25,-25.12,169.75
-13.25,-25.5,161.19
2.88,-5.81,122.44
42.25,-16.37,149.69
8.69,-25.37,163.25
6.94,-26.0,177.44
40.63,-0.63,162.31
-2.75,-0.94,129.5
-8.88,-31.75,159.38
-23.87,-35.56,152.5
49.69,-15.0,169.0
1.5,-17.62,151.75
-1.19,-26.87,185.44
-14.69,0.0,128.75
4.06,-10.75,123.5
-1.12,-27.75,186.0
-1.56,-27.56,181.19
-39.94,-29.87,149.56
4.31,-14.31,141.38
27.5,-10.75,178.69
20.0,-23.0,164.06
-21.94,-35.44,153.31
-24.81,-36.13,137.13
-53.44,-28.87,120.0
-29.5,-14.06,128.31
6.13,-18.37,155.0
35.81,-9.0,175.63
41.31,-18.06,152.13
42.5,-0.06,172.75
43.38,0.75,169.94
-53.69,-28.44,120.0
-54.13,-28.5,116.69
41.25,-3.63,173.88
-23.0,-16.44,132.19
24.19,-5.06,177.38
48.25,-14.5,169.88
4.38,-29.5,162.06
3.56,-17.75,156.69
6.13,1.31,131.19
38.88,3.31,157.75
-13.63,-29.31,162.88
45.44,-18.19,148.56
38.25,3.06,149.44
-34.19,-34.88,140.13
-14.94,-32.56,141.81
36.44,1.75,148.38
-19.19,-12.31,129.44
1.31,12.63,134.06
-19.56,-33.31,147.94
0.12,-19.25,160.38
3.44,-11.44,127.12
4.38,-26.31,182.06
21.56,7.69,134.06
2.19,-19.12,156.25
-1.37,-29.0,186.06
1.31,-19.31,155.81
37.31,-1.12,175.88
-17.81,-6.75,126.25
3.5,-13.31,133.25
10.81,-24.87,163.13
-6.13,-26.25,168.56
34.44,-20.25,164.94
31.12,-20.06,164.06
1.31,-27.19,162.5
18.12,-20.81,163.88
-10.13,-27.0,166.13
-7.38,-30.87,147.19
-19.31,-30.25,155.75
0.31,-20.44,164.81
-31.87,-35.13,146.19
-4.5,-24.0,163.75
40.44,0.12,148.25
2.44,-13.69,146.69
-20.25,-30.94,159.63
-8.25,-30.44,145.56
-17.19,-2.0,131.88
47.31,-14.13,169.44
-1.81,-26.69,174.56
-0.56,-27.69,184.31
-11.75,-14.63,126.37
-0.12,-21.31,171.5
3.88,-8.44,127.75
-14.56,-19.87,131.13
45.69,-1.81,180.63
-15.81,-33.5,142.63
-51.88,-29.56,122.5
9.75,-25.19,163.19
3.38,-16.56,141.5
1.0,-6.5,135.25
4.13,-7.38,130.44
-55.06,-27.0,122.94
-45.94,-27.0,140.38
-18.25,-32.94,144.94
-28.25,-33.81,149.06
4.69,-15.31,147.75
41.06,-0.81,168.25
-53.19,-29.0,124.37
40.31,-1.63,177.88
-45.5,-27.75,138.56
12.25,-16.94,178.81
43.81,-2.81,178.06
42.88,-17.12,164.44
36.5,-0.56,171.19
42.88,-16.87,149.75
-42.0,-33.06,134.13
-22.12,-15.06,131.94
2.13,-8.13,128.63
40.69,-0.12,159.25
-24.37,-32.88,148.75
-9.75,-25.19,161.75
-2.38,-23.37,174.25
44.19,2.5,160.31
-34.56,-33.31,143.19
-42.44,-32.5,138.75
4.5,-25.37,173.31
7.19,-10.5,130.0
2.0,-20.87,165.38
1.75,-19.87,170.13
40.44,-2.44,149.69
44.94,-14.31,168.38
4.44,-21.94,171.56
44.94,-18.06,153.38
-53.75,-28.06,117.56
-0.37,-19.37,159.38
-25.44,-32.06,152.13
3.81,-11.25,134.94
-10.25,-1.69,126.5
-50.5,-28.19,130.38
-44.88,-34.25,127.81
9.5,-18.75,181.5
42.88,-18.5,161.63
-18.25,-7.88,126.44
-2.19,-25.56,178.44
-7.5,-32.13,160.5
21.37,-16.44,181.31
2.88,-9.13,125.94
39.0,-6.06,179.0
-27.12,-32.63,146.63
-14.25,-29.0,157.63
35.25,1.12,139.31
4.38,-27.5,181.13
-14.0,-29.31,166.69
-3.38,-22.81,171.75
2.44,-21.31,161.81
-33.75,-16.81,133.25
26.69,-24.31,159.88
1.37,-25.06,180.94
-42.56,-33.56,134.81
-43.56,-27.81,145.38
-4.75,-20.75,169.31
23.94,5.06,139.56
-0.37,-24.19,175.19
-44.88,-30.94,141.19
40.88,3.19,153.06
-41.81,-29.37,146.88
35.44,-5.25,171.13
40.31,-20.44,152.63
-13.44,-6.19,129.13
23.06,-5.5,179.44
1.5,-21.12,159.06
5.75,-5.38,125.19
36.44,-19.19,164.63
-15.56,-12.88,131.25
37.0,-1.31,176.0
0.88,-29.0,181.06
0.63,-9.06,126.87
6.88,-18.62,167.31
-1.44,-23.44,165.0
42.81,-2.25,158.38
-1.69,-27.94,184.31
9.25,-18.19,155.63
39.38,2.38,169.69
2.31,-15.31,153.19
-51.06,-27.62,132.31
4.38,-27.25,183.69
6.75,5.0,128.13
4.44,-8.75,134.63
-52.69,-27.56,124.44
24.56,6.69,131.88
19.37,-24.75,148.75
-2.31,-25.75,185.06
-34.75,-18.06,131.88
39.38,-4.13,177.5
46.63,-2.13,167.81
2.75,-8.94,120.94
2.25,-11.5,144.31
-12.69,-32.19,148.31
2.63,-12.19,141.75
0.94,-25.75,184.38
-25.12,-28.5,158.19
-0.25,-28.31,179.31
35.44,-1.25,174.69
-1.25,-29.69,181.63
1.81,-16.62,149.44
30.81,-9.81,178.5
2.06,-6.5,135.94
2.69,-7.0,128.69
34.81,-6.5,180.88
14.56,-28.81,162.63
1.37,-24.75,168.94
3.5,-24.62,170.38
-34.31,-32.5,149.56
10.19,-26.62,159.31
12.0,-28.0,152.56
1.81,-19.94,159.5
-23.56,-21.62,133.13
36.13,2.75,141.0
3.75,-8.69,130.31
1.88,-24.62,168.75
2.06,-5.56,120.62
-35.63,-32.38,149.75
-12.69,-1.63,127.25
41.69,-18.19,154.25
36.94,-6.25,169.25
-39.31,-30.37,147.31
-36.38,-34.06,137.81
35.69,-4.63,168.94
3.94,-28.37,179.19
-1.94,-26.75,183.13
3.06,-9.5,132.44
-42.38,-29.06,145.69
4.19,-9.5,127.44
39.44,1.56,146.0
41.63,-5.31,175.94
2.94,-26.69,160.88
36.63,-22.25,151.38
6.25,-10.13,139.31
24.56,-8.5,175.63
3.19,-19.75,154.88
26.44,9.13,134.63
-8.75,-25.62,143.5
18.87,-10.81,170.25
2.69,-19.75,159.25
7.56,-13.88,143.94
-34.5,-18.44,132.69
6.75,-10.56,140.69
44.88,-17.06,151.88
-3.69,6.19,120.56
-29.12,-32.44,145.5
-1.31,-25.87,181.69
0.44,-18.87,157.19
5.75,-5.44,125.44
16.06,10.81,135.38
10.13,4.88,131.0
4.38,-21.56,169.88
3.19,-5.19,130.25
-41.94,-33.81,135.5
0.69,-25.94,183.13
-51.25,-28.75,126.75
-9.56,-4.94,126.06
-1.06,-19.87,167.81
28.75,-23.25,153.44
-4.88,-24.37,162.44
-35.31,-35.88,129.0
-14.75,-7.31,130.19
17.69,6.94,134.94
-9.88,-29.87,166.44
2.31,-5.56,121.87
45.13,-3.25,183.0
-0.25,-26.37,174.94
5.5,-22.44,174.0
-3.5,-24.87,175.25
4.75,2.81,127.19
6.69,-11.63,137.13
38.63,-21.5,151.75
3.69,-8.63,130.38
46.31,-1.31,177.44
45.75,-17.37,149.31
2.69,-28.94,187.69
-22.19,-24.25,142.31
36.5,-19.31,164.75
-30.25,-35.38,147.94
-6.0,-24.25,163.31
-14.69,-9.13,127.75
3.31,-12.0,138.44
-0.88,-27.81,183.44
-15.19,3.13,113.56
-33.25,-35.63,131.88
13.0,-27.87,155.0
29.75,4.25,139.38
44.69,-13.44,179.06
-0.75,-26.94,176.56
23.0,-8.88,180.56
1.12,-8.5,126.69
24.31,3.69,134.31
-6.69,-29.62,156.63
7.38,-24.81,172.06
33.69,5.5,142.19
15.38,-26.56,152.75
-23.62,-35.31,137.94
-20.75,-16.69,128.13
34.31,-22.75,154.06
-31.12,-31.56,148.19
0.88,-16.06,152.88
-1.94,-32.31,150.94
40.44,-19.69,149.75
44.88,0.81,165.19
1.81,-28.19,183.94
-17.31,-25.75,151.94
-51.0,-29.06,127.37
2.0,-9.88,134.13
5.0,-22.31,163.94
1.12,-28.31,185.31
-7.81,-25.25,163.56
23.69,-24.06,148.81
42.63,-18.0,161.94
-9.56,-24.0,160.56
4.88,-6.75,125.37
-0.37,-8.06,122.75
24.0,-12.0,179.0
15.88,3.75,131.63
-16.56,-32.88,146.69
2.19,-13.25,142.63
7.0,-28.31,183.19
-1.0,-21.06,164.13
31.19,-7.44,181.5
6.13,-27.5,183.5
41.94,-18.0,154.25
-2.81,-29.25,185.69
1.5,-25.31,169.94
-14.19,-30.5,161.56
35.5,-8.13,180.0
42.56,3.19,161.56
2.88,-28.87,184.56
-9.75,-31.56,149.25
6.19,-28.31,164.0
-46.63,-28.37,138.13
7.81,-13.69,153.0
-12.75,-28.0,167.63
-2.31,-25.87,187.13
-1.63,-27.31,180.56
1.37,-21.5,173.19
-0.81,-30.56,177.5
1.44,-16.06,141.0
42.0,-1.19,175.25
41.69,-5.94,171.94
-41.38,-34.19,140.69
-24.56,-30.06,157.81
-44.0,-33.19,124.12
2.69,-19.19,172.13
-52.06,-29.56,118.81
0.75,-8.19,124.94
-13.25,-27.06,158.63
-0.12,-9.38,133.31
0.37,-16.44,153.56
-10.31,-25.31,161.69
3.94,-6.81,139.06
-32.56,-14.13,126.87
5.06,-6.94,127.62
0.56,-9.88,127.62
20.37,-26.87,157.0
-32.0,-16.31,132.13
3.44,-14.06,139.5
-0.94,-30.25,162.44
38.06,1.81,144.69
4.56,-10.13,137.19
-49.69,-30.62,120.31
25.75,-22.0,153.44
4.38,-22.94,173.44
-1.31,-28.44,182.13
-15.25,-29.44,164.81
42.81,0.37,171.75
3.63,-14.88,147.94
4.38,-8.06,125.12
-33.31,-14.94,130.06
-2.13,-32.13,160.69
11.69,11.63,132.38
47.88,-19.87,151.0
3.38,-11.88,140.19
-19.31,-16.62,136.0
43.06,-20.37,160.44
-32.63,-12.44,122.12
4.19,-8.19,145.5
-1.31,-27.94,180.56
1.19,-22.94,166.31
-1.88,-29.06,182.38
29.94,0.44,140.38
-48.0,-31.56,132.81
-24.12,-34.44,146.5
7.31,-23.56,168.94
-11.19,5.81,114.0
2.5,-18.19,180.94
39.81,-22.69,157.88
8.25,-22.31,175.19
3.38,-7.88,124.31
-45.5,-31.5,136.63
-1.63,-29.56,182.56
1.5,-28.0,182.56
-16.37,-34.75,155.75
43.5,-20.19,160.5
2.0,-6.56,136.44
2.44,-18.81,153.31
8.5,-19.44,172.81
2.06,-17.37,152.56
37.06,-0.25,142.06
37.06,-3.63,177.0
1.12,-7.75,139.94
35.31,-20.19,164.94
28.81,4.75,138.31
-10.88,-29.37,166.44
0.25,-9.19,127.81
10.44,-11.81,179.31
4.25,-22.5,174.63
36.5,-4.81,166.5
7.69,-14.94,146.69
-25.56,-37.25,140.81
7.69,-14.25,146.5
-12.44,-30.0,160.63
-43.31,-34.5,125.94
40.63,-17.81,165.19
27.19,-7.44,179.81
35.44,1.44,142.25
-21.94,-33.31,143.69
20.94,10.06,131.63
7.5,-17.94,165.19
0.56,-26.75,173.81
-2.88,-25.56,182.5
28.87,-24.87,163.63
-24.12,-22.0,148.31
40.5,-2.63,174.25
-0.75,-23.5,176.31
3.56,-15.19,149.19
29.31,2.94,139.38
-3.94,-25.44,184.5
0.37,-8.63,128.75
-16.87,-25.87,160.94
0.0,4.5,127.81
42.0,-16.87,167.38
-11.13,-28.87,158.06
39.0,0.63,164.0
39.63,-18.44,163.81
1.75,-26.5,175.38
4.38,-14.69,162.0
3.44,-7.19,123.12
-41.5,-31.19,145.5
29.94,4.44,141.94
5.69,-17.62,150.25
44.19,-4.13,163.5
4.88,-13.88,143.44
-12.5,-4.44,129.25
4.19,-24.19,175.94
-32.69,-35.81,136.63
33.5,-4.69,168.25
6.25,-16.44,166.38
-50.38,-28.37,130.5
-33.94,-31.62,146.19
4.06,-7.69,127.44
3.88,-15.25,174.81
42.5,-13.88,149.06
3.69,-16.31,164.63
-3.44,-29.25,157.31
-18.56,-5.0,129.06
-31.5,-36.31,131.19
-33.56,-17.75,133.81
-1.0,-27.87,185.44
34.81,-8.25,180.5
35.63,-22.56,151.19
34.5,7.44,149.38
41.5,-17.75,152.0
-3.38,-22.56,167.5
9.88,-29.0,147.06
44.5,-1.19,170.38
-12.44,-3.81,129.19
44.88,-12.75,179.06
39.31,1.69,171.38
6.25,-17.5,180.94
2.63,-29.12,187.44
-0.06,-31.87,160.94
38.44,-18.81,164.06
20.06,-13.56,179.69
0.19,-26.37,178.25
1.69,-13.69,144.75
44.19,-8.0,171.0
-4.81,-20.94,169.88
41.88,-19.75,149.38
-51.06,-27.44,132.44
-36.19,-28.19,153.88
0.06,-24.81,163.63
-12.06,-23.75,153.31
-4.5,-27.69,182.25
1.0,-29.06,181.5
0.88,-15.63,147.5
29.62,-4.38,181.75
-23.12,-27.06,145.81
1.06,-21.37,160.13
43.0,-15.69,166.44
-16.31,-26.94,148.06
-12.88,-32.75,156.0
1.94,-21.44,170.0
23.19,-24.25,148.75
2.44,-9.44,123.5
-4.75,-25.37,176.44
-11.06,0.0,130.19
36.13,-21.87,148.5
2.81,-21.12,159.31
31.44,2.69,139.44
12.81,-17.5,179.88
-34.13,-18.94,134.25
25.37,-25.06,155.88
10.81,-14.44,181.31
2.06,-18.56,163.31
4.63,-27.87,180.0
5.56,-27.56,185.0
3.56,-27.75,184.69
1.81,-25.5,177.0
-14.19,-10.69,130.06
-10.63,-0.12,126.31
38.94,-0.56,176.56
2.38,-25.75,174.31
-0.94,-24.37,177.38
43.69,-0.63,164.31
3.25,-27.5,181.31
10.19,-25.62,153.31
-46.81,-32.63,128.69
4.13,-7.75,124.25
-10.0,-26.69,170.25
-18.44,-14.0,132.0
-1.12,-28.0,174.5
-2.81,-30.0,186.63
-40.38,-34.56,141.56
-26.31,-19.25,133.13
-1.56,-25.56,180.0
-28.56,-18.69,135.75
-16.75,-28.12,164.56
-11.81,-3.69,128.06
-22.06,-22.87,153.81
4.13,-28.19,148.88
32.13,6.06,141.0
24.25,-26.19,149.5
30.06,-3.44,177.5
-15.06,-7.56,127.0
-8.69,-17.25,164.56
2.81,-8.44,131.56
-22.0,-30.94,156.19
-31.37,-33.69,144.44
24.87,-23.75,149.0
2.0,-12.38,133.69
16.31,-24.44,163.56
3.13,-6.19,124.62
-17.25,-6.25,126.94
32.0,-22.81,151.06
0.63,-16.19,150.94
42.63,-16.81,168.88
-27.37,-32.5,146.44
1.81,-18.94,167.88
35.0,0.0,158.5
0.5,-23.0,175.0
-20.5,-20.19,132.81
-1.69,-25.44,171.5
-10.0,-24.87,162.81
-0.44,-30.56,153.38
27.81,9.94,143.44
43.25,-18.25,152.19
-51.88,-29.75,121.19
-5.38,-26.06,169.56
7.13,-10.25,128.44
-43.75,-29.69,143.31
3.38,-15.25,148.94
31.5,6.38,140.5
-19.81,-33.25,152.19
0.12,-18.44,163.81
-43.19,-33.44,134.13
20.56,-25.31,159.13
5.88,-27.81,185.19
1.0,-10.19,132.81
4.38,-6.44,126.31
0.94,-25.37,185.31
3.81,-7.75,127.94
3.94,-9.13,130.0
-0.06,-24.37,172.13
2.38,-20.56,174.25
1.69,-21.62,163.13
-53.31,-28.75,120.37
-23.37,-12.44,127.44
37.81,-5.13,181.5
-44.56,-32.0,137.31
-32.56,-33.06,144.06
-33.44,-25.31,146.94
-3.75,-24.5,175.94
23.0,3.69,133.75
1.94,-26.19,176.13
3.81,-7.63,128.25
-17.69,-7.69,128.44
-14.31,-0.75,128.25
-47.75,-31.56,129.25
-50.38,-30.75,120.56
-39.75,-30.31,146.75
7.94,-11.94,147.06
-17.94,-8.38,128.69
11.75,-15.06,178.5
-4.0,-24.56,173.81
-29.81,-33.19,136.19
-12.75,-4.63,127.19
-41.56,-33.94,135.81
5.31,-19.44,152.25
8.75,-26.62,146.88
0.31,-24.69,179.25
43.13,-2.31,168.94
39.13,-0.06,168.56
-26.25,-20.19,130.44
2.56,-12.69,143.0
-1.88,-19.62,166.19
46.19,-17.69,159.06
4.75,-15.44,154.31
-48.44,-28.56,134.75
35.75,-20.62,150.19
16.56,3.38,133.5
3.75,-7.94,126.37
0.06,-23.94,165.81
2.0,-16.37,148.69
9.38,9.0,130.56
42.31,-18.31,166.13
-1.81,-18.31,165.25
45.19,-17.56,156.5
-33.13,-36.5,135.19
44.19,-5.44,178.19
2.75,-7.5,126.62
-19.0,-30.44,156.19
7.0,-18.37,164.88
1.06,-29.0,187.06
0.94,-27.69,176.69
39.31,-21.25,157.81
-18.94,-32.44,151.44
-19.37,-21.06,141.81
-12.0,-2.81,129.06
-15.38,-1.31,125.06
4.13,-26.81,185.19
2.94,-23.19,171.69
-31.06,-23.75,148.94
3.88,-15.63,152.81
13.0,-22.12,175.88
41.25,-0.81,151.88
-50.75,-30.31,120.12
-13.19,-9.69,129.06
-31.31,-34.38,147.44
1.63,-18.19,159.88
41.38,-19.62,153.31
32.19,6.69,145.56
2.81,-12.63,140.38
25.19,-7.25,179.94
-51.56,-26.06,134.44
-28.19,-36.0,135.75
2.25,-27.25,181.81
-7.75,-29.0,160.75
19.75,-11.69,180.94
13.13,-25.56,147.25
4.06,-11.06,151.13
-20.0,-20.31,140.13
22.81,5.0,133.63
5.13,-25.56,179.63
4.38,-15.56,151.75
-7.5,-22.69,152.5
21.19,9.06,137.31
-31.5,-29.87,155.88
-27.37,-27.69,157.81
-51.06,-27.62,132.31
2.75,-6.5,117.19
-11.69,-23.75,147.0
26.25,6.06,139.19
4.44,-15.31,144.69
36.31,0.37,140.5
-21.25,-22.62,154.63
6.25,-27.44,185.0
-6.44,-29.44,170.06
-23.12,-35.25,138.13
-10.06,-24.0,159.75
-17.37,-30.25,153.75
-38.0,-34.5,127.75
-16.56,-33.25,156.69
1.0,-25.69,177.75
-47.13,-26.37,135.56
0.19,-28.37,184.69
0.69,-21.62,173.81
20.25,-6.13,177.44
3.38,-11.88,128.81
-5.44,-29.81,146.13
42.94,-13.81,149.13
3.56,-9.94,135.56
35.94,-23.0,160.88
-9.31,-25.56,159.75
-19.44,-15.63,130.88
1.69,-20.62,168.69
2.44,-26.94,182.69
6.5,-14.19,178.88
26.81,-19.56,177.81
0.19,-29.25,186.88
9.13,-25.37,169.19
45.88,-0.56,162.69
29.87,-10.13,178.56
37.0,2.19,144.0
-47.25,-31.87,121.94
3.06,-10.75,134.31
-1.75,-25.5,172.56
-13.44,-2.88,129.31
-46.19,-32.56,136.5
29.44,-6.69,179.44
-7.44,-29.87,144.63
42.88,-3.13,164.69
-51.0,-29.62,117.25
-14.19,-32.88,155.44
31.0,2.44,142.13
28.19,-21.81,149.19
4.5,-9.75,137.31
-47.75,-30.31,133.31
-14.88,-33.0,157.5
4.81,-17.25,159.13
5.19,-25.94,180.25
-29.19,-17.44,129.38
42.0,-0.06,164.06
4.38,-12.38,140.81
-1.37,-30.87,155.88
3.06,6.56,126.25
9.81,8.44,125.31
-29.81,-32.13,153.0
4.81,-18.69,154.06
-39.44,-32.13,129.31
-24.62,-16.19,128.5
-0.19,-14.44,151.63
5.5,-28.69,184.06
3.06,-8.13,125.06
36.88,-5.56,181.5
-1.56,-28.5,183.81
-17.5,-35.94,145.94
4.25,-7.25,129.69
40.81,-20.06,157.56
-36.56,-33.25,143.06
43.69,0.56,167.94
1.75,-23.94,178.94
-9.5,-25.56,176.44
-1.56,-28.37,184.75
2.56,4.06,131.5
-25.37,-24.81,143.0
39.06,-22.87,151.06
-44.56,-30.62,138.5
-19.37,-24.62,156.44
3.56,-10.31,133.81
5.38,-26.12,161.13
-21.94,-15.19,129.75
28.12,-8.5,176.13
-33.69,-32.88,144.31
32.06,-6.31,173.56
-34.81,-36.31,131.56
-53.94,-27.81,117.37
1.06,-10.94,133.56
-11.38,-4.13,129.19
1.94,-17.69,160.0
-3.25,-27.56,178.19
-12.88,-4.38,128.19
-3.5,-22.37,177.44
0.81,-12.0,143.63
28.75,-8.69,183.94
0.06,-16.94,159.31
5.81,-16.0,162.19
5.38,-23.69,167.0
-49.88,-31.31,121.19
42.88,-14.75,153.94
-52.69,-29.44,121.44
-28.94,-35.31,144.06
4.25,-23.87,175.5
44.44,-11.81,169.19
0.75,-10.38,122.75
13.19,-13.75,177.88
32.0,-23.19,151.06
-25.75,-35.0,137.63
3.75,-13.44,138.06
30.44,-23.06,153.31
2.25,-22.69,174.44
3.0,-28.75,184.25
-45.06,-30.19,137.88
31.44,-6.5,173.81
-30.87,-32.75,145.88
-6.69,1.69,128.88
-53.88,-28.25,119.31
6.06,-21.06,160.19
-25.0,-23.44,150.69
-35.19,-24.06,143.13
4.88,-14.56,149.56
3.38,-27.81,187.0
-23.31,-13.69,136.06
-2.81,-25.69,183.19
-1.81,-28.25,181.0
-17.31,-11.94,131.31
3.63,-10.5,132.44
0.94,-21.31,172.63
2.63,-9.13,122.25
6.06,-25.44,184.75
3.56,-9.38,129.75
3.25,-23.44,162.81
20.12,5.5,132.31
44.13,-14.56,149.56
-26.06,-31.44,151.88
1.37,-19.5,159.0
40.63,-19.31,153.31
6.69,-14.38,148.94
-43.44,-33.38,134.0
-7.88,2.69,125.56
3.31,-18.81,158.56
44.13,1.37,166.94
24.87,8.13,135.31
-21.62,-30.31,164.06
-18.56,-14.31,127.31
43.88,-20.06,156.38
-4.38,-21.0,158.56
7.44,-7.25,122.81
3.06,-10.44,122.94
1.0,-8.19,124.5
-48.19,-27.25,137.81
-11.56,-32.19,150.88
28.69,4.88,138.31
2.5,-15.5,147.06
1.63,-10.44,130.5
-36.19,-35.44,133.81
3.19,-27.37,183.75
1.56,1.69,126.69
3.81,-7.81,128.88
31.31,-5.25,179.06
-44.31,-33.06,123.94
-22.56,-21.0,135.5
-24.37,-32.94,151.5
-51.5,-26.31,134.69
15.88,-26.94,152.06
-4.25,-24.81,174.44
-4.44,-31.25,152.75
15.75,-14.81,182.44
-1.0,-25.5,174.38
41.56,-4.94,178.69
3.44,-12.31,130.38
-20.31,-29.25,154.63
1.81,-7.44,139.44
6.38,-15.5,153.0
3.31,-6.19,123.81
-52.06,-27.25,131.19
-26.12,-28.87,158.0
0.69,-29.87,184.19
5.0,-26.25,152.56
5.19,-22.69,174.25
4.38,-26.19,184.88
1.25,-22.19,174.19
-39.69,-28.0,150.38
-35.19,-20.94,138.31
31.81,-24.37,157.5
-0.56,-27.94,170.94
3.56,-11.19,126.25
-49.56,-27.69,136.19
43.69,-6.31,179.25
5.06,-20.94,176.94
31.06,-22.06,149.44
-37.0,-34.0,137.25
42.38,-16.37,149.69
-2.56,-26.12,184.94
44.56,-16.94,149.69
-1.69,6.63,131.25
38.25,-8.13,175.5
34.69,-17.25,166.25
3.25,-6.56,126.0
40.5,-1.44,177.19
-10.44,-29.94,149.06
41.38,-2.56,173.88
-14.38,-6.81,126.75
4.0,-27.87,184.0
40.19,-2.88,174.75
-42.25,-29.19,146.19
0.25,-15.88,150.94
-6.19,1.88,126.81
27.62,-24.19,160.0
-14.63,-14.44,129.69
-54.13,-27.12,122.75
-0.31,-28.81,181.56
43.06,-16.62,168.88
42.5,-20.56,160.38
2.63,9.0,130.88
36.63,3.44,152.81
0.94,-25.62,184.81
-17.62,-5.38,128.31
43.19,0.37,152.13
3.06,-15.69,148.06
2.69,-8.88,120.37
-42.75,-32.19,126.81
-49.13,-32.44,122.69
5.38,-28.44,178.5
-20.94,-31.81,142.0
43.69,-14.13,149.44
-10.63,-32.75,157.25
-42.25,-27.69,147.06
43.0,-16.75,162.69
28.62,-3.63,179.06
-37.5,-35.56,128.81
27.56,-25.19,163.5
3.06,-10.44,135.63
0.88,-22.56,164.06
33.88,-6.0,172.13
7.06,-28.12,183.19
32.88,-22.56,156.06
1.25,-9.81,145.94
38.63,-1.06,178.88
46.88,0.06,165.63
-1.56,-9.38,123.94
47.81,-15.31,168.06
38.94,-0.81,174.56
45.0,-17.31,151.94
3.38,-10.06,134.25
40.06,-15.44,164.63
-31.69,-26.31,145.19
37.06,-3.25,175.63
1.06,-9.44,144.69
-52.13,-28.12,131.38
3.56,-9.69,132.06
-41.94,-32.0,144.5
3.25,-19.5,164.19
-10.94,-8.63,125.56
-53.31,-28.81,120.44
5.25,-22.06,176.56
4.5,-10.81,131.5
5.44,-12.5,142.56
38.31,-16.5,170.19
-10.44,-30.06,162.75
1.25,-10.5,147.88
40.63,-20.06,157.69
-50.56,-28.06,130.25
-2.81,-30.81,160.88
4.75,-16.37,159.56
0.44,-29.44,185.38
36.88,0.31,149.38
-46.0,-29.56,138.88
-16.94,-9.63,127.81
41.69,-19.75,149.5
3.81,-8.13,126.81
-3.31,-28.0,179.81
-31.69,-24.5,141.94
41.38,-15.0,163.25
42.88,-3.81,171.06
4.44,-9.13,127.94
2.63,-11.81,141.0
1.56,-23.37,178.19
39.38,-18.62,163.81
33.63,-7.69,171.63
-1.12,-25.81,176.06
3.06,-6.88,126.81
2.88,-24.69,172.31
-1.31,-27.87,180.25
-6.38,-31.44,155.06
1.75,-21.31,172.44
0.12,-15.63,149.19
1.69,-26.81,182.38
-29.56,-36.63,133.06
6.69,-13.31,140.88
36.56,-6.56,170.25
-12.38,-29.0,157.75
-21.81,-29.44,158.69
44.31,-19.44,161.31
-45.69,-34.25,127.5
10.5,-24.0,165.0
38.13,-8.06,175.31
-3.25,5.88,130.94
0.44,-9.38,119.75
-0.5,-15.06,154.13
0.75,-29.56,151.19
4.31,-12.31,142.19
-2.19,-27.25,185.0
-48.81,-31.5,126.0
0.5,-8.5,123.19
